codigo_punto_medicion,CodigoCauce,descripcion_punto_medicion,sensor_relevado,sensor_tipo,sensor_unidad_medida,nombre_de_zona,fecha_desde,fecha_fin,valor_promedio_relevado,latitud,longitud,desde
20017,NA,California entre 6 y 7                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,74.62,-32.74769,-68.33017,08.10.18
20017,NA,California entre 6 y 7                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,66.34,-32.74769,-68.33017,15.10.18
20017,NA,California entre 6 y 7                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,71.66,-32.74769,-68.33017,22.10.18
20017,NA,California entre 6 y 7                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,113.95,-32.74769,-68.33017,01.09.18
20017,NA,California entre 6 y 7                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,64.1,-32.74769,-68.33017,08.09.18
20017,NA,California entre 6 y 7                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,65,-32.74769,-68.33017,15.09.18
20017,NA,California entre 6 y 7                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,79.5,-32.74769,-68.33017,22.09.18
20016,NA,California Pasante-4-5-6-7                                                                          ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,628.13,-32.76408,-68.35248,08.10.18
20016,NA,California Pasante-4-5-6-7                                                                          ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,541.06,-32.76408,-68.35248,15.10.18
20016,NA,California Pasante-4-5-6-7                                                                          ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,561.08,-32.76408,-68.35248,22.10.18
20016,NA,California Pasante-4-5-6-7                                                                          ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,793.16,-32.76408,-68.35248,01.09.18
20016,NA,California Pasante-4-5-6-7                                                                          ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,497.65,-32.76408,-68.35248,08.09.18
20016,NA,California Pasante-4-5-6-7                                                                          ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,532.04,-32.76408,-68.35248,15.09.18
20016,NA,California Pasante-4-5-6-7                                                                          ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,611.94,-32.76408,-68.35248,22.09.18
20013,NA,California 6                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,139.46,-32.73904,-68.32688,08.10.18
20013,NA,California 6                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,0,-32.73904,-68.32688,15.10.18
20013,NA,California 6                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,158.62,-32.73904,-68.32688,22.10.18
20013,NA,California 6                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,161.91,-32.73904,-68.32688,01.09.18
20013,NA,California 6                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,24.22,-32.73904,-68.32688,08.09.18
20013,NA,California 6                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,73.19,-32.73904,-68.32688,15.09.18
20013,NA,California 6                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,142.29,-32.73904,-68.32688,22.09.18
20012,NA,California 1                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,50.36,-32.78432874,-68.37607962,08.10.18
20012,NA,California 1                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,42.53,-32.78432874,-68.37607962,15.10.18
20012,NA,California 1                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,52.3,-32.78432874,-68.37607962,22.10.18
20012,NA,California 1                                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,2128.73,-32.78432874,-68.37607962,08.10.18
20012,NA,California 1                                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,1791.44,-32.78432874,-68.37607962,15.10.18
20012,NA,California 1                                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,2138.01,-32.78432874,-68.37607962,22.10.18
20012,NA,California 1                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,40.88,-32.78432874,-68.37607962,01.09.18
20012,NA,California 1                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,37.11,-32.78432874,-68.37607962,08.09.18
20012,NA,California 1                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,43.08,-32.78432874,-68.37607962,15.09.18
20012,NA,California 1                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,45.37,-32.78432874,-68.37607962,22.09.18
20012,NA,California 1                                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,2098.7,-32.78432874,-68.37607962,01.09.18
20012,NA,California 1                                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,1863.8,-32.78432874,-68.37607962,08.09.18
20012,NA,California 1                                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,1962.97,-32.78432874,-68.37607962,15.09.18
20012,NA,California 1                                                                                        ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,2032.71,-32.78432874,-68.37607962,22.09.18
20010,NA,California 3 - Derecha                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,178.59,-32.766063,-68.356624,08.10.18
20010,NA,California 3 - Derecha                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,151.09,-32.766063,-68.356624,15.10.18
20010,NA,California 3 - Derecha                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,180.57,-32.766063,-68.356624,22.10.18
20010,NA,California 3 - Derecha                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,147.65,-32.766063,-68.356624,01.09.18
20010,NA,California 3 - Derecha                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,155.19,-32.766063,-68.356624,08.09.18
20010,NA,California 3 - Derecha                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,150.91,-32.766063,-68.356624,15.09.18
20010,NA,California 3 - Derecha                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,170.51,-32.766063,-68.356624,22.09.18
20009,NA,California 2 - Derecha                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,2,-32.775263,-68.368476,08.10.18
20009,NA,California 2 - Derecha                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,2.06,-32.775263,-68.368476,15.10.18
20009,NA,California 2 - Derecha                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,1.16,-32.775263,-68.368476,22.10.18
20009,NA,California 2 - Derecha                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,0,-32.775263,-68.368476,01.09.18
20009,NA,California 2 - Derecha                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,0.03,-32.775263,-68.368476,08.09.18
20009,NA,California 2 - Derecha                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,0.53,-32.775263,-68.368476,15.09.18
20009,NA,California 2 - Derecha                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,0.8,-32.775263,-68.368476,22.09.18
20005,NA,Aforador 6º Tramo                                                                                   ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,NA,-32.816762,-68.443649,08.10.18
20005,NA,Aforador 6º Tramo                                                                                   ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,NA,-32.816762,-68.443649,15.10.18
20005,NA,Aforador 6º Tramo                                                                                   ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,NA,-32.816762,-68.443649,22.10.18
20005,NA,Aforador 6º Tramo                                                                                   ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,NA,-32.816762,-68.443649,01.09.18
20005,NA,Aforador 6º Tramo                                                                                   ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,NA,-32.816762,-68.443649,08.09.18
20005,NA,Aforador 6º Tramo                                                                                   ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,NA,-32.816762,-68.443649,15.09.18
20005,NA,Aforador 6º Tramo                                                                                   ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,NA,-32.816762,-68.443649,22.09.18
20004,NA,San Pedro y San Pablo                                                                               ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,NA,-32.795495,-68.449453,08.10.18
20004,NA,San Pedro y San Pablo                                                                               ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,NA,-32.795495,-68.449453,15.10.18
20004,NA,San Pedro y San Pablo                                                                               ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,1592.05,-32.795495,-68.449453,22.10.18
20004,NA,San Pedro y San Pablo                                                                               ,Sensor-Caudal-AN2                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,NA,-32.795495,-68.449453,08.10.18
20004,NA,San Pedro y San Pablo                                                                               ,Sensor-Caudal-AN2                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,NA,-32.795495,-68.449453,15.10.18
20004,NA,San Pedro y San Pablo                                                                               ,Sensor-Caudal-AN2                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,1224.62,-32.795495,-68.449453,22.10.18
20004,NA,San Pedro y San Pablo                                                                               ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,NA,-32.795495,-68.449453,01.09.18
20004,NA,San Pedro y San Pablo                                                                               ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,NA,-32.795495,-68.449453,08.09.18
20004,NA,San Pedro y San Pablo                                                                               ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,NA,-32.795495,-68.449453,15.09.18
20004,NA,San Pedro y San Pablo                                                                               ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,NA,-32.795495,-68.449453,22.09.18
20004,NA,San Pedro y San Pablo                                                                               ,Sensor-Caudal-AN2                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,NA,-32.795495,-68.449453,01.09.18
20004,NA,San Pedro y San Pablo                                                                               ,Sensor-Caudal-AN2                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,NA,-32.795495,-68.449453,08.09.18
20004,NA,San Pedro y San Pablo                                                                               ,Sensor-Caudal-AN2                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,NA,-32.795495,-68.449453,15.09.18
20004,NA,San Pedro y San Pablo                                                                               ,Sensor-Caudal-AN2                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,NA,-32.795495,-68.449453,22.09.18
20002,NA,Dr. Baro (Gustavo y Natalio)                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,3407.89,-32.76505351,-68.35641784,08.10.18
20002,NA,Dr. Baro (Gustavo y Natalio)                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,3069.16,-32.76505351,-68.35641784,15.10.18
20002,NA,Dr. Baro (Gustavo y Natalio)                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,2977.17,-32.76505351,-68.35641784,22.10.18
20002,NA,Dr. Baro (Gustavo y Natalio)                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,2452.72,-32.76505351,-68.35641784,01.09.18
20002,NA,Dr. Baro (Gustavo y Natalio)                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,2116.32,-32.76505351,-68.35641784,08.09.18
20002,NA,Dr. Baro (Gustavo y Natalio)                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,2322.35,-32.76505351,-68.35641784,15.09.18
20002,NA,Dr. Baro (Gustavo y Natalio)                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,2099.81,-32.76505351,-68.35641784,22.09.18
20001,NA,Aforador 5º Tramo                                                                                   ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,NA,-32.914477,-68.461433,08.10.18
20001,NA,Aforador 5º Tramo                                                                                   ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,NA,-32.914477,-68.461433,15.10.18
20001,NA,Aforador 5º Tramo                                                                                   ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,NA,-32.914477,-68.461433,22.10.18
20001,NA,Aforador 5º Tramo                                                                                   ,Sensor-Caudal-AN1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,NA,-32.914477,-68.461433,01.09.18
