codigo_punto_medicion,CodigoCauce,descripcion_punto_medicion,sensor_relevado,sensor_tipo,sensor_unidad_medida,nombre_de_zona,fecha_desde,fecha_fin,valor_promedio_relevado,latitud,longitud,desde
116,NA,Canal Esteban                                                                                       ,Sensor - Caudal                                                                                     ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,266.3,-32.83498,-68.70467,15.10.18
116,NA,Canal Esteban                                                                                       ,Sensor - Caudal                                                                                     ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,272.98,-32.83498,-68.70467,22.10.18
116,NA,Canal Esteban                                                                                       ,Sensor - Caudal                                                                                     ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,324.72,-32.83498,-68.70467,01.09.18
116,NA,Canal Esteban                                                                                       ,Sensor - Caudal                                                                                     ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,361.98,-32.83498,-68.70467,08.09.18
116,NA,Canal Esteban                                                                                       ,Sensor - Caudal                                                                                     ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,462.12,-32.83498,-68.70467,15.09.18
116,NA,Canal Esteban                                                                                       ,Sensor - Caudal                                                                                     ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,408.87,-32.83498,-68.70467,22.09.18
115,NA,Canal Ortega                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,682.56,-33.045152,-68.761838,08.10.18
115,NA,Canal Ortega                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,657.8,-33.045152,-68.761838,15.10.18
115,NA,Canal Ortega                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,537.16,-33.045152,-68.761838,22.10.18
115,NA,Canal Ortega                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,784.7,-33.045152,-68.761838,01.09.18
115,NA,Canal Ortega                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,405.6,-33.045152,-68.761838,08.09.18
115,NA,Canal Ortega                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,600.22,-33.045152,-68.761838,15.09.18
115,NA,Canal Ortega                                                                                        ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,607.63,-33.045152,-68.761838,22.09.18
114,NA,Canal Barrancas                                                                                     ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,489.43,-33.059158,-68.774233,08.10.18
114,NA,Canal Barrancas                                                                                     ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,578.88,-33.059158,-68.774233,15.10.18
114,NA,Canal Barrancas                                                                                     ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,258.93,-33.059158,-68.774233,22.10.18
114,NA,Canal Barrancas                                                                                     ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,757.65,-33.059158,-68.774233,01.09.18
114,NA,Canal Barrancas                                                                                     ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,648.46,-33.059158,-68.774233,08.09.18
114,NA,Canal Barrancas                                                                                     ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,628.71,-33.059158,-68.774233,15.09.18
114,NA,Canal Barrancas                                                                                     ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,576.8,-33.059158,-68.774233,22.09.18
113,NA,Canal Lunlunta 2                                                                                    ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,267.11,-33.046867,-68.823642,08.10.18
113,NA,Canal Lunlunta 2                                                                                    ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,231.34,-33.046867,-68.823642,15.10.18
113,NA,Canal Lunlunta 2                                                                                    ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,284.5,-33.046867,-68.823642,22.10.18
113,NA,Canal Lunlunta 2                                                                                    ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,305.14,-33.046867,-68.823642,01.09.18
113,NA,Canal Lunlunta 2                                                                                    ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,245.09,-33.046867,-68.823642,08.09.18
113,NA,Canal Lunlunta 2                                                                                    ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,254.76,-33.046867,-68.823642,15.09.18
113,NA,Canal Lunlunta 2                                                                                    ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,259.96,-33.046867,-68.823642,22.09.18
112,NA,Hijuela 2º Vistalba                                                                                 ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,1475.54,-33.04242,-68.910626,08.10.18
112,NA,Hijuela 2º Vistalba                                                                                 ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,463.58,-33.04242,-68.910626,15.10.18
112,NA,Hijuela 2º Vistalba                                                                                 ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,802.97,-33.04242,-68.910626,22.10.18
112,NA,Hijuela 2º Vistalba                                                                                 ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,296.55,-33.04242,-68.910626,01.09.18
112,NA,Hijuela 2º Vistalba                                                                                 ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,526.93,-33.04242,-68.910626,08.09.18
112,NA,Hijuela 2º Vistalba                                                                                 ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,951.12,-33.04242,-68.910626,15.09.18
112,NA,Hijuela 2º Vistalba                                                                                 ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,868.1,-33.04242,-68.910626,22.09.18
111,NA,Hijuela Tobar                                                                                       ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,0,-32.874558,-68.821778,08.10.18
111,NA,Hijuela Tobar                                                                                       ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,0,-32.874558,-68.821778,15.10.18
111,NA,Hijuela Tobar                                                                                       ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,0,-32.874558,-68.821778,22.10.18
111,NA,Hijuela Tobar                                                                                       ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,0,-32.874558,-68.821778,01.09.18
111,NA,Hijuela Tobar                                                                                       ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,0,-32.874558,-68.821778,08.09.18
111,NA,Hijuela Tobar                                                                                       ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,0,-32.874558,-68.821778,15.09.18
111,NA,Hijuela Tobar                                                                                       ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,0,-32.874558,-68.821778,22.09.18
110,NA,Margen Derecha                                                                                      ,Sensor-Caudal-Modbus1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,0,-33.056394,-68.935846,08.10.18
110,NA,Margen Derecha                                                                                      ,Sensor-Caudal-Modbus1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,0,-33.056394,-68.935846,15.10.18
110,NA,Margen Derecha                                                                                      ,Sensor-Caudal-Modbus1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,0,-33.056394,-68.935846,22.10.18
110,NA,Margen Derecha                                                                                      ,Sensor-Caudal-Modbus1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,0,-33.056394,-68.935846,01.09.18
110,NA,Margen Derecha                                                                                      ,Sensor-Caudal-Modbus1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,0,-33.056394,-68.935846,08.09.18
110,NA,Margen Derecha                                                                                      ,Sensor-Caudal-Modbus1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,0,-33.056394,-68.935846,15.09.18
110,NA,Margen Derecha                                                                                      ,Sensor-Caudal-Modbus1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,0,-33.056394,-68.935846,22.09.18
108,NA,General Planta Lujan 1 y 2-Aysam                                                                    ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,3152.39,-33.04555763,-68.97936936,08.10.18
108,NA,General Planta Lujan 1 y 2-Aysam                                                                    ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,3232.84,-33.04555763,-68.97936936,15.10.18
108,NA,General Planta Lujan 1 y 2-Aysam                                                                    ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,3167.57,-33.04555763,-68.97936936,22.10.18
108,NA,General Planta Lujan 1 y 2-Aysam                                                                    ,Caudal  - Aysam 1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-10-18,2015-10-18,2934.85,-33.04555763,-68.97936936,08.10.18
108,NA,General Planta Lujan 1 y 2-Aysam                                                                    ,Caudal  - Aysam 1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-10-18,2022-10-18,3007.29,-33.04555763,-68.97936936,15.10.18
108,NA,General Planta Lujan 1 y 2-Aysam                                                                    ,Caudal  - Aysam 1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-10-18,2029-10-18,2944.49,-33.04555763,-68.97936936,22.10.18
108,NA,General Planta Lujan 1 y 2-Aysam                                                                    ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,3181.44,-33.04555763,-68.97936936,01.09.18
108,NA,General Planta Lujan 1 y 2-Aysam                                                                    ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,3294.69,-33.04555763,-68.97936936,08.09.18
108,NA,General Planta Lujan 1 y 2-Aysam                                                                    ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,3195.38,-33.04555763,-68.97936936,15.09.18
108,NA,General Planta Lujan 1 y 2-Aysam                                                                    ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,3179.94,-33.04555763,-68.97936936,22.09.18
108,NA,General Planta Lujan 1 y 2-Aysam                                                                    ,Caudal  - Aysam 1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2001-09-18,2008-09-18,2956.32,-33.04555763,-68.97936936,01.09.18
108,NA,General Planta Lujan 1 y 2-Aysam                                                                    ,Caudal  - Aysam 1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2008-09-18,2015-09-18,3069.37,-33.04555763,-68.97936936,08.09.18
108,NA,General Planta Lujan 1 y 2-Aysam                                                                    ,Caudal  - Aysam 1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2015-09-18,2022-09-18,2971.01,-33.04555763,-68.97936936,15.09.18
108,NA,General Planta Lujan 1 y 2-Aysam                                                                    ,Caudal  - Aysam 1                                                                                   ,Caudal                                                                                              ,l/s                           ,SUBDELEGACION DEL RIO MENDOZA                                                                                                                         ,2022-09-18,2029-09-18,2958.38,-33.04555763,-68.97936936,22.09.18
107,NA,Planta Potrerillos - Aysam - Aforador Norte                                                         ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2008-10-18,2015-10-18,408.74,-32.964496,-69.222615,08.10.18
107,NA,Planta Potrerillos - Aysam - Aforador Norte                                                         ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2015-10-18,2022-10-18,408.96,-32.964496,-69.222615,15.10.18
107,NA,Planta Potrerillos - Aysam - Aforador Norte                                                         ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2022-10-18,2029-10-18,409,-32.964496,-69.222615,22.10.18
107,NA,Planta Potrerillos - Aysam - Aforador Norte                                                         ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2001-09-18,2008-09-18,408.78,-32.964496,-69.222615,01.09.18
107,NA,Planta Potrerillos - Aysam - Aforador Norte                                                         ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2008-09-18,2015-09-18,409,-32.964496,-69.222615,08.09.18
107,NA,Planta Potrerillos - Aysam - Aforador Norte                                                         ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2015-09-18,2022-09-18,409,-32.964496,-69.222615,15.09.18
107,NA,Planta Potrerillos - Aysam - Aforador Norte                                                         ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2022-09-18,2029-09-18,409,-32.964496,-69.222615,22.09.18
106,NA,Planta Lujan 2 - AySAM                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2008-10-18,2015-10-18,225.7,-33.041629,-68.899325,08.10.18
106,NA,Planta Lujan 2 - AySAM                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2015-10-18,2022-10-18,225.72,-33.041629,-68.899325,15.10.18
106,NA,Planta Lujan 2 - AySAM                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2022-10-18,2029-10-18,226.91,-33.041629,-68.899325,22.10.18
106,NA,Planta Lujan 2 - AySAM                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2001-09-18,2008-09-18,224.92,-33.041629,-68.899325,01.09.18
106,NA,Planta Lujan 2 - AySAM                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2008-09-18,2015-09-18,225.36,-33.041629,-68.899325,08.09.18
106,NA,Planta Lujan 2 - AySAM                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2015-09-18,2022-09-18,225.65,-33.041629,-68.899325,15.09.18
106,NA,Planta Lujan 2 - AySAM                                                                              ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2022-09-18,2029-09-18,226.29,-33.041629,-68.899325,22.09.18
105,NA,Planta Potrerillos - Aysam - Aforador Sur                                                           ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2008-10-18,2015-10-18,766.75,-32.965003,-69.223607,08.10.18
105,NA,Planta Potrerillos - Aysam - Aforador Sur                                                           ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2015-10-18,2022-10-18,747.33,-32.965003,-69.223607,15.10.18
105,NA,Planta Potrerillos - Aysam - Aforador Sur                                                           ,Sensor-Caudal-MODBUS1                                                                               ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2022-10-18,2029-10-18,754.17,-32.965003,-69.223607,22.10.18
105,NA,Planta Potrerillos - Aysam - Aforador Sur                                                           ,suma                                                                                                ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2008-10-18,2015-10-18,1175.75,-32.965003,-69.223607,08.10.18
105,NA,Planta Potrerillos - Aysam - Aforador Sur                                                           ,suma                                                                                                ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2015-10-18,2022-10-18,1156.29,-32.965003,-69.223607,15.10.18
105,NA,Planta Potrerillos - Aysam - Aforador Sur                                                           ,suma                                                                                                ,Caudal                                                                                              ,l/s                           ,AYSAM                                                                                                                                                 ,2022-10-18,2029-10-18,1163.17,-32.965003,-69.223607,22.10.18
